scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,GIPCL,2023-10-10,BULL,158.4,146.18,8.1467,12.22,10,2023-10-25,STOP_LOSS,146.18,10,-1.0,0.0125,-1.0125,2023-10-11;2023-10-12,TARGET_1(50%);TRAILING_STOP(50%),176.73;174.33,2,1.4017,0.0137,1.388,2.4005
EOD,GIPCL,2024-06-03,BULL,209.15,197.11,8.0267,12.04,10,2024-06-04,STOP_LOSS,197.11,1,-1.0,0.0169,-1.0169,2024-06-04,STOP_LOSS(100%),197.11,1,-1.0,0.0169,-1.0169,0.0
EOD,GLAND,2024-02-06,BULL,2140.4,2034.71,70.46,105.69,10,2024-02-07,STOP_LOSS,2034.71,1,-1.0,0.0198,-1.0198,2024-02-07,STOP_LOSS(100%),2034.71,1,-1.0,0.0198,-1.0198,0.0
EOD,GLAXO,2023-11-15,BULL,1552.7,1496.58,37.4133,56.12,10,2023-11-20,TARGET,1664.94,3,2.0,0.0287,1.9713,2023-11-16;2023-11-17,TARGET_1(50%);TRAILING_STOP(50%),1636.88;1626.19,2,1.4048,0.0284,1.3764,-0.5949
EOD,GLENMARK,2023-06-07,BULL,663.05,636.92,17.42,26.13,10,2023-06-09,STOP_LOSS,636.92,2,-1.0,0.0249,-1.0249,2023-06-09,STOP_LOSS(100%),636.92,2,-1.0,0.0249,-1.0249,0.0
EOD,GLENMARK,2023-07-20,BULL,740.65,710.75,19.9333,29.9,10,2023-07-26,TARGET,800.45,4,2.0,0.0258,1.9742,2023-07-24;2023-07-25,TARGET_1(50%);TRAILING_STOP(50%),785.5;784.03,3,1.4755,0.0255,1.45,-0.5242
EOD,GLENMARK,2024-05-27,BULL,1119.45,1070.86,32.3933,48.59,10,2024-06-04,STOP_LOSS,1070.86,6,-1.0,0.0225,-1.0225,2024-05-29,TRAILING_STOP(100%),1160.25,2,0.8397,0.0235,0.8163,1.8388
EOD,GLENMARK,2025-03-27,BULL,1519.85,1460.08,39.8467,59.77,10,2025-04-07,STOP_LOSS,1460.08,6,-1.0,0.0249,-1.0249,2025-04-04,TRAILING_STOP(100%),1563.03,5,0.7224,0.0258,0.6966,1.7215
EOD,GLENMARK,2025-06-05,BULL,1584.8,1522.43,41.58,62.37,10,2025-06-19,TIME_EXPIRY,1639.2,10,0.8722,0.0258,0.8464,2025-06-13,TRAILING_STOP(100%),1641.51,6,0.9093,0.0259,0.8834,0.037
EOD,GLENMARK,2026-03-10,BULL,2225.8,2142.5,55.5333,83.3,10,2026-03-17,STOP_LOSS,2142.5,5,-1.0,0.0262,-1.0262,2026-03-17,STOP_LOSS(100%),2142.5,5,-1.0,0.0262,-1.0262,0.0
